Title,Journal,Publication Date,PubMed ID,Abstract
"Aqueous-deficient dry eye disease: Preferred practice pattern guidelines on clinical approach, diagnosis, and management.",Indian journal of ophthalmology,2023 Apr,37026265,"Dry eye disease (DED) is a broad term that includes a diverse group of clinical disorders. Aqueous-deficient dry eye (ADDE), a subtype of DED, is characterized by decreased tear production by the lacrimal gland. It can be seen in up to one-third of individuals with DED and can be comorbid with a systemic autoimmune process or occur secondary to an environmental insult. Since ADDE can be a source of long-term suffering and severe visual impairment, early identification and adequate treatment are imperative. Multiple etiologies can underlie ADDE, and it is critical to identify the underlying cause to not only improve the ocular health but also to improve the overall quality of life and well-being of affected individuals. This review discusses the various etiologies of ADDE, highlights a pathophysiology-based approach for evaluating underlying contributors, outlines various diagnostic tests, and reviews treatment options. We present the current standards and discuss ongoing research in this field. Through this review, we propose a treatment algorithm that would be useful for an ophthalmologist in diagnosing and managing individuals with ADDE."
Efficacy of intense pulsed light therapy on signs and symptoms of dry eye disease: A meta-analysis and systematic review.,Indian journal of ophthalmology,2023 Apr,37026263,"This study reviewed the efficacy and safety of intense pulsed light (IPL) for the treatment of dry eye disease (DED). The PubMed database was used to conduct the literature search, which used the keywords ""intense pulsed light"" and ""dry eye disease"". After the authors evaluated the articles for relevancy, 49 articles were reviewed. In general, all treatment modalities were proven to be clinically effective in reducing dry eye (DE) signs and symptoms; however, the level of improvement and persistence of outcomes differed amongst them. Meta-analysis indicated significant improvement in the Ocular Surface Disease Index (OSDI) scores post-treatment with a standardized mean difference (SMD) = -1.63; confidence interval (CI): -2.42 to -0.84. Moreover, a meta-analysis indicated a significant improvement in tear break-up time (TBUT) test values with SMD = 1.77; CI: 0.49 to 3.05. Research suggests that additive therapies, such as meibomian gland expression (MGX), sodium hyaluronate eye drops, heated eye mask, warm compress, lid hygiene, lid margin scrub, eyelid massage, antibiotic drops, cyclosporine drops, omega-3 supplements, steroid drops, and warm compresses along with IPL, have been found to work in tandem for greater effectiveness; however, in clinical practice, its feasibility and cost-effectiveness have to be taken into consideration. Current findings suggest that IPL therapy is suitable when lifestyle modifications such as reducing or eliminating the use of contact lenses, lubricating eye drops/gels, and warm compresses/eye masks fail to improve signs and symptoms of DE. Moreover, patients with compliance issues have been shown to benefit well as the effects of IPL therapy is sustained for over several months. DED is a multifactorial disorder, and IPL therapy has been found to be safe and efficient in reducing its signs and symptoms of meibomian gland dysfunction (MGD)-related DE. Although the treatment protocol varies among authors, current findings suggest that IPL has a positive effect on the signs and symptoms of MGD-related DE. However, patients in the early stages can benefit more from IPL therapy. Moreover, IPL has a better maintenance impact when used in conjunction with other traditional therapies. Further research is needed to assess cost-utility analysis for IPL."
Role of in vivo confocal microscopy in dry eye disease and eye pain.,Indian journal of ophthalmology,2023 Apr,37026240,"Dry eye disease is known to have a lot of variability in presentation with overlapping subtypes. Understanding the pathology of this condition will guide therapeutic options. In vivo confocal microscopy is a diagnostic and imaging modality that provides high magnification and high-resolution images of all layers of the cornea and ocular surface. Various structures in the cornea and their alterations due to dry eye have been imaged. The impact of the tear film instability, inflammation, and altered homeostasis on the corneal epithelium, nerves, keratocytes, and dendritic cells have been evaluated across different studies. In addition, key features of IVCM in patients with neuropathic pain have been highlighted in this paper."
On gaps of clinical diagnosis of dementia subtypes: A study of Alzheimer's disease and Lewy body disease.,Frontiers in aging neuroscience,2023,37025965,"INTRODUCTION: Alzheimer's disease (AD) and Lewy body disease (LBD) are the two most common neurodegenerative dementias and can occur in combination (AD+LBD). Due to overlapping biomarkers and symptoms, clinical differentiation of these subtypes could be difficult. However, it is unclear how the magnitude of diagnostic uncertainty varies across dementia spectra and demographic variables. We aimed to compare clinical diagnosis and post-mortem autopsy-confirmed pathological results to assess the clinical subtype diagnosis quality across these factors. METHODS: We studied data of 1,920 participants recorded by the National Alzheimer's Coordinating Center from 2005 to 2019. Selection criteria included autopsy-based neuropathological assessments for AD and LBD, and the initial visit with Clinical Dementia Rating (CDR) stage of normal, mild cognitive impairment, or mild dementia. Longitudinally, we analyzed the first visit at each subsequent CDR stage. This analysis included positive predictive values, specificity, sensitivity and false negative rates of clinical diagnosis, as well as disparities by sex, race, age, and education. If autopsy-confirmed AD and/or LBD was missed in the clinic, the alternative clinical diagnosis was analyzed. FINDINGS: In our findings, clinical diagnosis of AD+LBD had poor sensitivities. Over 61% of participants with autopsy-confirmed AD+LBD were diagnosed clinically as AD. Clinical diagnosis of AD had a low sensitivity at the early dementia stage and low specificities at all stages. Among participants diagnosed as AD in the clinic, over 32% had concurrent LBD neuropathology at autopsy. Among participants diagnosed as LBD, 32% to 54% revealed concurrent autopsy-confirmed AD pathology. When three subtypes were missed by clinicians, ""No cognitive impairment"" and ""primary progressive aphasia or behavioral variant frontotemporal dementia"" were the leading primary etiologic clinical diagnoses. With increasing dementia stages, the clinical diagnosis accuracy of black participants became significantly worse than other races, and diagnosis quality significantly improved for males but not females. DISCUSSION: These findings demonstrate that clinical diagnosis of AD, LBD, and AD+LBD are inaccurate and suffer from significant disparities on race and sex. They provide important implications for clinical management, anticipatory guidance, trial enrollment and applicability of potential therapies for AD, and promote research into better biomarker-based assessment of LBD pathology."
Five-Year Incidence of Proliferative Diabetic Retinopathy and Associated Risk Factors in a Nationwide Cohort of 201 945 Danish Patients with Diabetes.,Ophthalmology science,2023 Sep,37025947,"PURPOSE: To evaluate the proliferative diabetic retinopathy (PDR) progression rates and identify the demographic and clinical characteristics of patients who later developed PDR compared with patients who did not progress to that state. DESIGN: A national 5-year register-based cohort study including 201 945 patients with diabetes. SUBJECTS: Patients with diabetes who had attended the Danish national screening program (2013-2018) for diabetic retinopathy (DR). METHODS: We used the first screening episode as the index date and included both eyes of patients with and without subsequent progression of PDR. Data were linked with various national health registries to investigate relevant clinical and demographic parameters. The International Clinical Retinopathy Disease Scale was used to classify DR, with no DR as level 0, mild DR as level 1, moderate DR as level 2, severe DR as level 3, and PDR as level 4. MAIN OUTCOME MEASURES: Hazard ratios (HRs) for incident PDR for all relevant demographic and clinical parameters and 1-, 3-, and 5-year incidence rates of PDR according to baseline DR level. RESULTS: Progression to PDR within 5 years was identified in 2384 eyes of 1780 patients. Proliferative diabetic retinopathy progression rates from baseline DR level 3 at 1, 3 and 5 years were 3.6%, 10.9%, and 14.7%, respectively. The median number of visits was 3 (interquartile range, 1-4). Progression to PDR was predicted in a multivariable model by duration of diabetes (HR, 4.66 per 10 years; 95% confidence interval [CI], 4.05-5.37), type 1 diabetes (HR, 9.61; 95% CI, 8.01-11.53), a Charlson Comorbidity Index score of > 0 (score 1: HR, 4.62; 95% CI, 4.14-5.15; score 2: HR, 2.28; 95% CI, 1.90-2.74; score >/= 3: HR, 4.28; 95% CI, 3.54-5.17), use of insulin (HR, 5.33; 95% CI, 4.49-6.33), and use of antihypertensive medications (HR, 2.23; 95% CI, 1.90-2.61). CONCLUSIONS: In a 5-year longitudinal study of an entire screening nation, we found increased risk of PDR with increasing baseline DR levels, longer duration of diabetes, type 1 diabetes, systemic comorbidity, use of insulin, and blood pressure-lowering medications. Most interestingly, we found lower risk of progression from DR level 3 to PDR compared with that in previous studies. FINANCIAL DISCLOSURES: Proprietary or commercial disclosure may be found after the references."
Joint Multimodal Deep Learning-based Automatic Segmentation of Indocyanine Green Angiography and OCT Images for Assessment of Polypoidal Choroidal Vasculopathy Biomarkers.,Ophthalmology science,2023 Sep,37025946,"PURPOSE: To develop a fully-automatic hybrid algorithm to jointly segment and quantify biomarkers of polypoidal choroidal vasculopathy (PCV) on indocyanine green angiography (ICGA) and spectral domain-OCT (SD-OCT) images. DESIGN: Evaluation of diagnostic test or technology. PARTICIPANTS: Seventy-two participants with PCV enrolled in clinical studies at Singapore National Eye Center. METHODS: The dataset consisted of 2-dimensional (2-D) ICGA and 3-dimensional (3-D) SD-OCT images which were spatially registered and manually segmented by clinicians. A deep learning-based hybrid algorithm called PCV-Net was developed for automatic joint segmentation of biomarkers. The PCV-Net consisted of a 2-D segmentation branch for ICGA and 3-D segmentation branch for SD-OCT. We developed fusion attention modules to connect the 2-D and 3-D branches for effective use of the spatial correspondence between the imaging modalities by sharing learned features. We also used self-supervised pretraining and ensembling to further enhance the performance of the algorithm without the need for additional datasets. We compared the proposed PCV-Net to several alternative model variants. MAIN OUTCOME MEASURES: The PCV-Net was evaluated based on the Dice similarity coefficient (DSC) of the segmentations and the Pearson's correlation and absolute difference of the clinical measurements obtained from the segmentations. Manual grading was used as the gold standard. RESULTS: The PCV-Net showed good performance compared to manual grading and alternative model variants based on both quantitative and qualitative analyses. Compared to the baseline variant, PCV-Net improved the DSC by 0.04 to 0.43 across the different biomarkers, increased the correlations, and decreased the absolute differences of clinical measurements of interest. Specifically, the largest average (mean +/- standard error) DSC improvement was for intraretinal fluid, from 0.02 +/- 0.00 (baseline variant) to 0.45 +/- 0.06 (PCV-Net). In general, improving trends were observed across the model variants as more technical specifications were added, demonstrating the importance of each aspect of the proposed method. CONCLUSION: The PCV-Net has the potential to aid clinicians in disease assessment and research to improve clinical understanding and management of PCV. FINANCIAL DISCLOSURES: Proprietary or commercial disclosure may be found after the references."
A Multicenter Analysis of Nucleic Acid Quantification Using Aqueous Humor Liquid Biopsy in Retinoblastoma: Implications for Clinical Testing.,Ophthalmology science,2023 Sep,37025945,"PURPOSE: Retinoblastoma (RB) is most often diagnosed with clinical features and not diagnosed with tumor biopsy. This study describes tumor-derived analyte concentrations from aqueous humor (AH) liquid biopsy and its use in clinical assays. DESIGN: Case series study. PARTICIPANTS: Sixty-two RB eyes from 55 children and 14 control eyes from 12 children from 4 medical centers. METHODS: This study included 128 RB AH samples including: diagnostic (DX) samples, samples from eyes undergoing treatment (TX), samples after completing treatment (END), and during bevacizumab injection for radiation therapy after completing RB treatment (BEV). Fourteen-control AH were analyzed for unprocessed analytes (double-stranded DNA [dsDNA], single-stranded DNA [ssDNA], micro-RNA [miRNA], RNA, and protein) with Qubit fluorescence assays. Double-stranded DNA from 2 RB AH samples underwent low-pass whole-genome sequencing to detect somatic copy number alterations. Logistic regression was used to predict disease burden given analyte concentrations. MAIN OUTCOME MEASURES: Unprocessed analyte (dsDNA, ssDNA, miRNA, RNA and protein) concentrations. RESULTS: Results revealed dsDNA, ssDNA, miRNA, and proteins, but not RNA, were quantifiable in most samples (up to 98%) with Qubit fluorescence assays. Median dsDNA concentration was significantly higher in DX (3.08 ng/mul) compared to TX (0.18 ng/mul; P < 0.0001) at an order of 17 times greater and 20 times greater than END samples (0.15 ng/mul; P = 0.001). Using logistic regression, nucleic acid concentrations were useful in predicting higher versus lower RB disease burden. Retinoblastoma somatic copy number alterations were identified in a TX, but not in a BEV sample, indicating the correlation with RB activity. CONCLUSIONS: Aqueous humor liquid biopsy in RB is a high-yield source of dsDNA, ssDNA, miRNA, and protein. Diagnostic samples are most useful for RB 1 gene mutational analyses. Genomic analysis may be more informative of tumor activity status than quantification alone and can be performed even with smaller analyte concentrations obtained from TX samples. FINANCIAL DISCLOSURES: Proprietary or commercial disclosure may be found after the references."
Therapeutic outcomes of mycophenolate mofetil and glucocorticoid in thyroid-associated ophthalmopathy patients.,Frontiers in endocrinology,2023,37025403,"OBJECTIVE: To analyze the efficacy of mycophenolate mofetil (MMF) and glucocorticoid administration in patients with thyroid-associated ophthalmopathy (TAO). METHODS: Sixty patients with moderate to severe TAO treated in Jingzhou Central Hospital from January 2022 to June 2022 were selected and enrtolled in this study. The subjects were divided into experimental group (n=30) and control group (n=30) based on the random number table method. Glucocorticoid pulse therapy was provided in the control group, while MMF was given in the experimental group on the basis of Control group. Clinical activity score (CAS), quality of life (QOL), visual acuity, eyelid fissure width, intraocular pressure, and degree of exophthalmos were observed at the time of admission and at the 12(th) week and 24(th) post-treatment weeks. We compared the immune function (TRAb, IL-6, and CD4+/CD8+) of the two groups pre-treatment and 24 weeks post-treatment, and evaluated the clinical therapeutic effect. RESULTS: The clinical effective rates at 12 and 24 weeks in the experimental group were higher (73.3% and 83.3%) than those in the control group (46.7% and 60.0%) (P <0.05). After 12 weeks of treatment, patients' CAS scores, and bilateral lid fissure width decreased and right eye visual acuity increased in the control group compared with those before treatment (P < 0.05); further, after 24 weeks of treatment, patients' QOL scores and bilateral visual acuity increased and CAS scores, bilateral lid fissure width and proptosis decreased compared with those before treatment, and patients' QOL scores, CAS scores and bilateral proptosis improved more than those at 12 weeks of treatment (P <0.05). Additionally, greater improvements were observed in the patients' QOL and CAS scores, and proptosis after 24-week treatment than after 12-week treatment (P<0.05). In the experimental group, the QOL score and binocular visual acuity increased, whereas the CAS score, intraocular pressure, lid width, and proptosis decreased after 12 weeks of treatment as compared to the values of these parameters in the pre-treatment period (P < 0.05); after 24 weeks of treatment, greater improvements were established in the ocular-related indexes improved compared to the pre-treatment period and after 12 weeks of treatment (P < 0.05). After 12 weeks of treatment, the patients in the experimental group had more considerable improvements in the right visual acuity, right intraocular pressure, and left lid fissure width than the control group (P < 0.05); at 24 weeks of treatment, patients in the experimental group had greater improvements in the QOL score, bilateral visual acuity, intraocular pressure, bilateral lid fissure width, and bilateral proptosis than the control group (P < 0.05). No significant differences were found in the values of TRAb, IL-6, and CD4+/CD8+ between the two groups before treatment (P>0.05); the values of TRAb, IL-6, and CD4+/CD8+ in the experimental group was significantly lower than those before treatment and in the control group after 24weeks of treatment. (P>0.05). No statistically significant difference was observed in the incidence of liver damage and menstrual disorders between the two groups during the 24 weeks of treatment (P>0.05). CONCLUSION: The combination of oral MMF and glucocorticoid shock therapy is an effective drug for the treatment of patients with moderately active TAO."
Design of cell-type-specific hyperstable IL-4 mimetics via modular de novo scaffolds.,Nature chemical biology,2023 Apr 6,37024727,"The interleukin-4 (IL-4) cytokine plays a critical role in modulating immune homeostasis. Although there is great interest in harnessing this cytokine as a therapeutic in natural or engineered formats, the clinical potential of native IL-4 is limited by its instability and pleiotropic actions. Here, we design IL-4 cytokine mimetics (denoted Neo-4) based on a de novo engineered IL-2 mimetic scaffold and demonstrate that these cytokines can recapitulate physiological functions of IL-4 in cellular and animal models. In contrast with natural IL-4, Neo-4 is hyperstable and signals exclusively through the type I IL-4 receptor complex, providing previously inaccessible insights into differential IL-4 signaling through type I versus type II receptors. Because of their hyperstability, our computationally designed mimetics can directly incorporate into sophisticated biomaterials that require heat processing, such as three-dimensional-printed scaffolds. Neo-4 should be broadly useful for interrogating IL-4 biology, and the design workflow will inform targeted cytokine therapeutic development."
Italian translation and validation of the Contact Lens Dry Eye Questionnaire-8 (CLDEQ-8).,Contact lens & anterior eye : the journal of the British Contact Lens Association,2023 Apr 4,37024414,"PURPOSE: To translate and validate an Italian version of the CLDEQ-8 (CLDEQ-8_IT). METHODS: The study was carried out in two phases. In the first phase, a cross-cultural adaptation of CLDEQ-8 to Italian was performed by forward and backward translation in sequence. In the second phase, a multi-centre study was conducted for the validation of the questionnaire. Validity CLDEQ-8_IT was evaluated against three gestalt questions: overall opinion of soft contact lenses (CLs), global self-assessments of eye sensitivity and eye dryness. Reliability was evaluated by test-retest assessment in a subgroup of subjects. Finally, the psychometric properties of CLDEQ-8_IT were explored by Rasch analysis. RESULTS: Two hundred and forty soft CL wearers, fluent Italian speakers (73 males and 167 females), between 18 and 70 years of age were enrolled. A significant correlation was found between CLDEQ-8_IT and each of the three Gestalt questions. The cutoff score of 12 points demonstrated the best balance between sensitivity and specificity in differentiating wearers grading their CLs as ""Excellent/Very good"" from those reporting their overall opinion as ""Good/Fair/Poor"". The Intraclass Correlation Coefficient between test and retest was 0.88 (95% CI: 0.81-0.92). Finally, infit and outfit statistics using Rasch analysis for the 8 items were in a good range, however Principal Components Analysis revealed a certain degree of multi-dimensionality of the instrument. Also, item 8 analysis could be computed after merging the last two response categories. CONCLUSION: The CLDEQ-8_IT showed very good validity and reliability in measuring symptoms of CL wearers, comparable to the original English language version. A cut-off of 12 was confirmed as yielding the best balance between sensitivity and specificity in detecting CL wearers who could benefit from clinical management of their CL-related symptoms. Collapsing of the response options 5 and 6 in the last item of questionnaire could optimise its functioning."
PROGNOSIS EVALUATION WITH OPTICAL COHERENCE TOMOGRAPHY IN CHRONIC CENTRAL SEROUS CHORIORETINOPATHY.,Photodiagnosis and photodynamic therapy,2023 Apr 4,37023997,"BACKGROUND: Central serous chorioretinopathy (CSCR) is the fourth most common retinopathy that causes severe vision loss and is frequently seen in young and active patients. Our aim in this study is to evaluate whether a foresight about the prognosis of patients with CSCR can be obtained by optical coherence tomography (OCT) findings. MATERIALS AND METHODS: Patients diagnosed with chronic CSCR at Fatih Sultan Mehmet Research and Training Hospital, Ophthalmology Department, were screened between January 2017 and September 2019, and 30 patients were included in the study. The anatomical and functional changes of the patients during the 6-month follow-up and the relationship between the OCT findings at baseline and the best corrected visual acuity (BCVA) in the sixth month were evaluated. RESULTS: All of the participants were treated with subthreshold micropulse laser therapy. BCVA increased significantly at first month and sixth month examinations compared to baseline, while the central macular thicknesses decreased significantly (p=0.01, p=0.00). Among the parameters examined in the baseline OCT, a positive correlation was found between the thickness of the outer nuclear layer (r=-0.520, p=0.003) and BCVA at sixth month. In addition, subretinal fluid density and the number of intra-subretinal hyperreflective dots negatively affected BCVA (r=0.371, p=0.044 and r=0.509, p=0.004). CONCLUSION: Outer nuclear layer thickness, subretinal fluid density and intra-subretinal hyperreflective dots were the OCT biomarkers related to sixth month BCVA. The clinical use of these biomarkers will help evaluate the prognosis of the CSCR."
Gender Bias in Clinical Trial Enrollment: Female Authorship Matters.,Annals of vascular surgery,2023 Apr 4,37023917,"BACKGROUND: Despite initiatives to promote equal enrollment of human subjects in clinical trials, females continue to be underrepresented. The goal of this work is to determine if female enrollment in human clinical trials published in three high-impact journals from 2015 to 2019 is correlated with gender of first and/or senior authors. METHODS: Clinical trials published in the Journal of the American Medical Association (JAMA), The Lancet, and the New England Journal of Medicine (NEJM) from January 1, 2015, to December 31, 2019, were reviewed. Trials were excluded for ongoing enrollment, sex-specific disease research, or author name without gender assignment. One-sample chi(2) pairwise comparisons and two-tailed proportion tests on the proportion of females between gender author pairings were done overall and for each subset analysis. RESULTS: 1,427 articles enrolled a total of 2,104,509 females and 2,616,981 males (44.6% vs. 55.4%, p </= 0.0001) in clinical trials. Overall, more females were enrolled if both first and senior authors were female (51.7% vs. 48.3%, p </= 0.0001). Proportion of females enrolled decreased with the following first and senior author pairings: female-male (48.9%), male-female (48.6%), and male-male (40.5%, p </= 0.0001 compared to female-female authorship). Greater female enrollment in clinical trials with female-female compared to male-male authorship persisted in subset analyses by funding source, phase, randomization for study participants, drug and/or device trial, and geographic location. Female enrollment was higher in 3 surgical specialties: neurosurgery (all authors: 52%, p </= 0.01), ophthalmology (all authors: 53.6%, p </= 0.0001), and surgery (all authors: 54.4%, p </= 0.0001). The majority of surgical specialties did not publish trials with female-female authorship but when stratifying by author gender pairing, surgical oncology had the highest female enrollment with female-female authorship (98.4%, p </= 0.0001). CONCLUSION: Female authorship of clinical trial publications, specifically having both first and senior authors as female, was correlated with higher female enrollment in clinical trials when compared to male authorship and endured with multiple subset analyses."
"Iron deficiency and overload in men and woman of reproductive age, and pregnant women.","Reproductive toxicology (Elmsford, N.Y.)",2023 Apr 5,37023911,"Iron is an essential micronutrient for human biology and health, but high iron levels can be dangerous. Both iron deficiency and iron overload have been linked to reproductive health. This review summarizes the effects of iron deficiency and overload on omen of reproductive age (including pregnant women) and adult men. In addition, appropriate iron levels and the need for iron and nutritional supplements at different stages of life and pregnancy are discussed. In general, men should be aware of the risk of iron overload at any stage of life; women should take appropriate iron supplements before menopause; postmenopausal women should pay attention to the risk of iron overload; and pregnant women should receive reasonable iron supplementation in middle and late pregnancy. By summarizing evidence on the relationship between iron and reproductive health, this review aims to promote the development of strategies to optimize reproductive capacity from the perspective of nutrition. However, additional detailed experimental investigations and clinical studies are needed to assess the underlying causes and mechanisms of the observed associations between iron and reproductive health."
