Title,Journal,Publication Date,PubMed ID,Abstract
[Chinese expert consensus on meibomian gland dysfunction: definition and classification (2023)].,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,2023 Apr 11,37012588,"Meibomian gland dysfunction (MGD) is a common clinical ocular surface disease. In recent years, great progress has been made in basic and clinical research on MGD, and new diagnostic and therapeutic methods have been continuously applied to clinical practice. To improve the understanding of MGD among Chinese ophthalmologists and standardize the diagnosis and treatment of MGD, the Chinese Branch of the Asia Dry Eye Society and relevant academic groups organized experts to discuss the definition and classification of MGD based on recent research progress and clinical experience at home and abroad, forming consensus opinions for the reference of clinicians."
[Chinese expert consensus on the diagnosis and treatment of drug-induced keratopathy (2023)].,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,2023 Apr 11,37012587,"Drug-induced keratopathy occurs when the use of certain drugs, particularly ophthalmic preparations, causes pathological changes in the cornea. These changes can be related to the toxic effects of the drugs themselves or drug preservatives. The disease is characterized by a range of clinical features and lacks specific diagnostic criteria, which can lead to misdiagnosis and inappropriate treatment. In order to address these challenges, the Cornea Group of the Ophthalmology Branch of the Chinese Medical Association has brought together leading experts in the field to review key techniques for the diagnosis and treatment of drug-induced keratopathy. As a result, they have developed this consensus to guide the prevention and treatment of this condition."
[Challenges and countermeasures in the development of artificial intelligence research in ophthalmology].,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,2023 Apr 11,37012586,"The advent of artificial intelligence (AI) technology has led to revolutionary advancements in the diagnosis and treatment of ophthalmic diseases, introducing a novel AI-assisted diagnostic approach for ophthalmology that is rich in imaging diagnostic technologies. However, as clinical applications continue to evolve, AI research in ophthalmology faces challenges such as the lack of standardized datasets and innovative algorithm models, insufficient cross-modal information fusion, and limited clinical interpretability. In response to the growing demand for AI research in ophthalmology, it is essential to establish ophthalmic data standards and sharing platforms, innovate core algorithms, and develop clinical logic interpretable models for the screening, diagnosis, and prediction of eye diseases. Additionally, the deep integration of cutting-edge technologies such as 5G, virtual reality, and surgical robots would advance the development of ophthalmic intelligent medicine into a new phase."
Ectopic expression of a mechanosensitive channel confers spatiotemporal resolution to ultrasound stimulations of neurons for visual restoration.,Nature nanotechnology,2023 Apr 3,37012508,"Remote and precisely controlled activation of the brain is a fundamental challenge in the development of brain-machine interfaces for neurological treatments. Low-frequency ultrasound stimulation can be used to modulate neuronal activity deep in the brain, especially after expressing ultrasound-sensitive proteins. But so far, no study has described an ultrasound-mediated activation strategy whose spatiotemporal resolution and acoustic intensity are compatible with the mandatory needs of brain-machine interfaces, particularly for visual restoration. Here we combined the expression of large-conductance mechanosensitive ion channels with uncustomary high-frequency ultrasonic stimulation to activate retinal or cortical neurons over millisecond durations at a spatiotemporal resolution and acoustic energy deposit compatible with vision restoration. The in vivo sonogenetic activation of the visual cortex generated a behaviour associated with light perception. Our findings demonstrate that sonogenetics can deliver millisecond pattern presentations via an approach less invasive than current brain-machine interfaces for visual restoration."
Diabetic retinopathy progression in patients under monitoring for treatment or vision loss: external validation and update of a multivariable prediction model.,BMJ open,2023 Apr 3,37012014,"INTRODUCTION: The number of people with diabetes mellitus is increasing globally and consequently so too is diabetic retinopathy (DR). Most patients with diabetes are monitored through the diabetic eye screening programme (DESP) until they have signs of retinopathy and these changes progress, requiring referral into hospital eye services (HES). Here, they continue to be monitored until they require treatment. Due to current pressures on HES, delays can occur, leading to harm. There is a need to triage patients based on their individual risk. At present, patients are stratified according to retinopathy stage alone, yet other risk factors like glycated haemoglobin (HbA1c) may be useful. Therefore, a prediction model that combines multiple prognostic factors to predict progression will be useful for triage in this setting to improve care.We previously developed a Diabetic Retinopathy Progression model to Treatment or Vision Loss (DRPTVL-UK) using a large primary care database. The aim of the present study is to externally validate the DRPTVL-UK model in a secondary care setting, specifically in a population under care by HES. This study will also provide an opportunity to update the model by considering additional predictors not previously available. METHODS AND ANALYSIS: We will use a retrospective cohort of 2400 patients with diabetes aged 12 years and over, referred from DESP to the NHS hospital trusts with referable DR between 2013 and 2016, with follow-up information recorded until December 2021.We will evaluate the external validity of the DRPTVL-UK model using measures of discrimination, calibration and net benefit. In addition, consensus meetings will be held to agree on acceptable risk thresholds for triage within the HES system. ETHICS AND DISSEMINATION: This study was approved by REC (ref 22/SC/0425, 05/12/2022, Hampshire A Research Ethics Committee). The results of the study will be published in a peer-reviewed journal, presented at clinical conferences. TRIAL REGISTRATION NUMBER: ISRCTN 10956293."
Risk factors for recurrences and visual impairment in patients with ocular toxoplasmosis: A systematic review and meta-analysis.,PloS one,2023,37011101,"BACKGROUND: Ocular toxoplasmosis (OT) is caused by the parasite Toxoplasma gondii. OT is the leading cause of posterior uveitis globally; it is a recurrent disease that may result in visual impairment and blindness. This systematic review and meta-analysis aim to summarize and evaluate the risk factors for recurrences, visual impairment, and blindness described in the literature worldwide. METHODS AND FINDINGS: We performed a systematic literature search in PubMed, Embase, VHL, Cochrane Library, Scopus, and DANS EASY Archive. All studies reporting patients with clinically and serologically confirmed OT presenting any clinical or paraclinical factor influencing recurrences, visual impairment, and blindness were included. Studies presenting secondary data, case reports, and case series were excluded. An initial selection was made by title and abstract, and then the studies were reviewed by full text where the eligible studies were selected. Then, the risk of bias was assessed through validated tools. Data were extracted using a validated extraction format. Qualitative synthesis and quantitative analysis were done. This study was registered on PROSPERO (CRD42022327836). RESULTS: Seventy two studies met the inclusion criteria. Fifty-three were summarized in the qualitative synthesis in three sections: clinical and environmental factors, parasite and host factors, and treatment-related factors. Of the 72 articles, 39 were included in the meta-analysis, of which 14 were conducted in South America, 13 in Europe, four in Asia, three multinational, two in North America and Central America, respectively, and only one in Africa. A total of 4,200 patients with OT were analyzed, mean age ranged from 7.3 to 65.1 year of age, with similar distribution by sex. The frequency of recurrences in patients with OT was 49% (95% CI 40%-58%), being more frequent in the South American population than in Europeans. Additionally, visual impairment was presented in 35% (95% CI 25%-48%) and blindness in 20% (95% CI 13%-30%) of eyes, with a similar predominance in South Americans than in Europeans. On the other hand, having lesions near the macula or adjacent to the optic nerve had an OR of 4.83 (95% CI; 2.72-8.59) for blindness, similar to having more than one recurrence that had an OR of 3.18 (95% CI; 1.59-6.38). Finally, the prophylactic therapy with Trimethoprim/Sulfamethoxazole versus the placebo showed a protective factor of 83% during the first year and 87% in the second year after treatment. CONCLUSION: Our Systematic Review showed that clinical factors such as being older than 40 years, patients with de novo OT lesions or with less than one year after the first episode, macular area involvement, lesions greater than 1 disc diameter, congenital toxoplasmosis, and bilateral compromise had more risk of recurrences. Also, environmental and parasite factors such as precipitations, geographical region where the infection is acquired, and more virulent strains confer greater risk of recurrences. Therefore, patients with the above mentioned clinical, environmental, and parasite factors could benefit from using prophylactic therapy."
BDNF signaling in correlation-dependent structural plasticity in the developing visual system.,PLoS biology,2023 Apr 3,37011100,"During development, patterned neural activity instructs topographic map refinement. Axons with similar patterns of neural activity converge onto target neurons and stabilize their synapses with these postsynaptic partners, restricting exploratory branch elaboration (Hebbian structural plasticity). On the other hand, non-correlated firing in inputs leads to synapse weakening and increased exploratory growth of axons (Stentian structural plasticity). We used visual stimulation to control the correlation structure of neural activity in a few ipsilaterally projecting (ipsi) retinal ganglion cell (RGC) axons with respect to the majority contralateral eye inputs in the optic tectum of albino Xenopus laevis tadpoles. Multiphoton live imaging of ipsi axons, combined with specific targeted disruptions of brain-derived neurotrophic factor (BDNF) signaling, revealed that both presynaptic p75NTR and TrkB are required for Stentian axonal branch addition, whereas presumptive postsynaptic BDNF signaling is necessary for Hebbian axon stabilization. Additionally, we found that BDNF signaling mediates local suppression of branch elimination in response to correlated firing of inputs. Daily in vivo imaging of contralateral RGC axons demonstrated that p75NTR knockdown reduces axon branch elongation and arbor spanning field volume."
Anti-vascular endothelial growth factor for neovascular glaucoma.,The Cochrane database of systematic reviews,2023 Apr 3,37010901,"BACKGROUND: Neovascular glaucoma (NVG) is a potentially blinding, secondary glaucoma. It is caused by the formation of abnormal new blood vessels, which prevent normal drainage of aqueous from the anterior segment of the eye. Anti-vascular endothelial growth factor (anti-VEGF) medications are specific inhibitors of the primary mediators of neovascularization. Studies have reported the effectiveness of anti-VEGF medications for the control of intraocular pressure (IOP) in NVG. OBJECTIVES: To assess the effectiveness of intraocular anti-VEGF medications, alone or with one or more types of conventional therapy, compared with no anti-VEGF medications for the treatment of NVG. SEARCH METHODS: We searched CENTRAL (which contains the Cochrane Eyes and Vision Trials Register); MEDLINE; Embase; PubMed; and LILACS to 19 October 2021; metaRegister of Controlled Trials to 19 October 2021; and two additional trial registers to 19 October 2021. We did not use any date or language restrictions in the electronic search for trials. SELECTION CRITERIA: We included randomized controlled trials (RCTs) of people treated with anti-VEGF medications for NVG. DATA COLLECTION AND ANALYSIS: Two review authors independently assessed the search results for trials, extracted data, and assessed risk of bias, and the certainty of the evidence. We resolved discrepancies through discussion. MAIN RESULTS: We included five RCTs (356 eyes of 353 participants). Each trial was conducted in a different country: two in China, and one each in Brazil, Egypt, and Japan. All five RCTs included both men and women; the mean age of participants was 55 years or older. Two RCTs compared intravitreal bevacizumab combined with Ahmed valve implantation and panretinal photocoagulation (PRP) with Ahmed valve implantation and PRP alone. One RCT randomized participants to receive an injection of either intravitreal aflibercept or placebo at the first visit, followed by non-randomized treatment according to clinical findings after one week. The remaining two RCTs randomized participants to PRP with and without ranibizumab, one of which had insufficient details for further analysis. We assessed the RCTs to have an unclear risk of bias for most domains due to insufficient information to permit judgment.   Four RCTs examined achieving control of IOP, three of which reported our time points of interest. Only one RCT reported our critical time point at one month; it found that the anti-VEGF group had a 1.3-fold higher chance of achieving control of IOP at one month (RR 1.32, 95% 1.10 to 1.59; 93 participants) than the non-anti-VEGF group (low certainty of evidence). For other time points, one RCT found a three-fold greater achievement in control of IOP in the anti-VEGF group when compared with the non-anti-VEGF group at one year (RR 3.00; 95% CI:1.35 to 6.68; 40 participants). However, another RCT found an inconclusive result at the time period ranging from 1.5 years to three years (RR 1.08; 95% CI: 0.67 to 1.75; 40 participants).  All five RCTs examined mean IOP, but at different time points. Very-low-certainty evidence showed that anti-VEGFs were effective in reducing mean IOP by 6.37 mmHg (95% CI: -10.09 to -2.65; 3 RCTs; 173 participants) at four to six weeks when compared with no anti-VEGFs.  Anti-VEGFs may reduce mean IOP at three months (MD -4.25; 95% CI -12.05 to 3.54; 2 studies; 75 participants), six months (MD -5.93; 95% CI -18.13 to 6.26; 2 studies; 75 participants), one year (MD -5.36; 95% CI -18.50 to 7.77; 2 studies; 75 participants), and more than one year (MD -7.05; 95% CI -16.61 to 2.51; 2 studies; 75 participants) when compared with no anti-VEGFs, but such effects remain uncertain. Two RCTs reported the proportion of participants who achieved an improvement in visual acuity with specified time points. Participants receiving anti-VEGFs had a 2.6 times (95% CI 1.60 to 4.08; 1 study; 93 participants) higher chance of improving visual acuity when compared with those not receiving anti-VEGFs at one month (very low certainty of evidence). Likewise, another RCT found a similar result at 18 months (RR 4.00, 95% CI 1.33 to 12.05; 1 study; 40 participants).  Two RCTs reported the outcome, complete regression of new iris vessels, at our time points of interest. Low-certainty evidence showed that anti-VEGFs had a nearly three times higher chance of complete regression of new iris vessels when compared with no anti-VEGFs (RR 2.63, 95% CI 1.65 to 4.18; 1 study; 93 participants). A similar finding was observed at more than one year in another RCT (RR 3.20, 95% CI 1.45 to 7.05; 1 study; 40 participants).  Regarding adverse events, there was no evidence that the risks of hypotony and tractional retinal detachment were different between the two groups (RR 0.67; 95% CI: 0.12 to 3.57 and RR 0.33; 95% CI: 0.01 to 7.72, respectively; 1 study; 40 participants). No RCTs reported incidents of endophthalmitis, vitreous hemorrhage, no light perception, and serious adverse events. Evidence for the adverse events of anti-VEGFs was low due to limitations in the study design due to insufficient information to permit judgments and imprecision of results due to the small sample size. No trial reported the proportion of participants with relief of pain and resolution of redness at any time point. AUTHORS' CONCLUSIONS: Anti-VEGFs as an adjunct to conventional treatment could help reduce IOP in NVG in the short term (four to six weeks), but there is no evidence that this is likely in the longer term. Currently available evidence regarding the short- and long-term effectiveness and safety of anti-VEGFs in achieving control of IOP, visual acuity, and complete regression of new iris vessels in NVG is insufficient. More research is needed to investigate the effect of these medications compared with, or in addition to, conventional surgical or medical treatment in achieving these outcomes in NVG."
An update in the applications of exosomes in cancer theranostics: from research to clinical trials.,Journal of cancer research and clinical oncology,2023 Apr 3,37010586,"Exosomes are nanosized extracellular vesicles secreted by nearly all viable cells following the fusing of multivesicular bodies and the plasma membrane and discharged into the encircling bodily fluids. Exosomes can transport cell-specific components from the source cell to the target cell. Given the enormous potential of exosomes as non-invasive diagnostic biomarkers and therapeutic nanovehicles. Lately, accumulated evidence has demonstrated that exosomes serve an important role in prognosis, diagnosis, and even treatment strategies. While several reviews have collective information on the biomedical application of exosomes, a comprehensive review incorporating updated and improved methodologies for beneficial applications of such vesicles in cancer theranostics is indispensable. In the current review, we first provided a comprehensive review of the introduction of exosomes, featuring their discovery, separation, characterization, function, biogenesis, secretion. The implications of exosomes as promising nanovehicles for drug and gene delivery, application of exosome inhibitors in the management of cancers, completed and ongoing clinical trials on the biological relevance of exosomes are then discussed in detail. As the field of exosome research grows, a better understanding of the subcellular parts and mechanisms involved in exosome secretion and targeting of specific cells will help figure out what their exact physiological functions are in the body."
Correlation Between Lens Density Measured by Swept-Source Optical Coherence Tomography and Phacodynamic Parameters of Centurion Phacoemulsification.,Current eye research,2023 Apr 3,37009774,"PURPOSE: To evaluate the correlation between lens density measured by IOL-Master 700 based on swept-source optical coherence tomography (SS-OCT) technology and the phacodynamic parameters of Centurion phacoemulsification in cataract surgery. METHODS: This prospective study included 66 patients (83 eyes) with age-related cataracts. Using the Lens Opacities Classification System III (LOCS III), the lens nuclear color (NC), lens nuclear opalescence (NO), cortical (C), and posterior subcapsular (P) opacities were obtained. Six meridian orientations of IOL-Master 700 images were captured, and the lens and nuclear regions were analyzed using ImageJ to generate the average lens nucleus density (AND) and average lens density (ALD). Phacodynamic parameters were recorded. The correlation between lens density and the phacodynamic parameters was analyzed. According to the AND, patients were divided into four groups (soft, medium-hard, hard, and extremely hard nucleus), and the phacodynamic parameters were compared among groups. RESULTS: The correlation between the AND obtained by LOCS III grading and SS-OCT-based cataract quantification system score (NC and NO) was statistically significant (r(NC) = 0.795, r(NO)=0.794, both p = .000). AND correlated significantly with cumulative dissipated energy (CDE, r = 0.545, p = .000), total ultrasound time (TUST, r = 0.354, p = .001), and total torsional ultrasound time (TTUT, r = 0.314, p = .004). Among the four groups divided by AND, the difference in CDE (P(13) = 0.002, P(14) < 0.001, P(24) = 0.002) was statistically significant. CONCLUSION: AND measured by IOL-Master 700, SS-OCT correlated significantly with LOCS III classification and phacodynamic parameters of the Centurion system, especially with CDE, TUST, and TTUT. AND can be used as an indicator for quantitative evaluation and help inform the surgical plan."
Clinical Practice Update: Management of Infectious Endophthalmitis After Intravitreal Anti-VEGF Injection.,Journal of vitreoretinal diseases,2022 Nov-Dec,37009541,"Although infectious endophthalmitis after intravitreal antivascular endothelial growth factor injections is rare, it is the most feared and potentially devastating complication of this procedure. There is no high-level evidence to provide definitive guidance on the management of endophthalmitis occurring after intravitreal injection (IVI). This clinical practice update reviews the published literature regarding post-IVI endophthalmitis and highlights areas in which further research is needed to better guide its management."
Management and Complications of Dexamethasone Intravitreal Implant Migration Into the Anterior Chamber.,Journal of vitreoretinal diseases,2022 Nov-Dec,37009539,"PURPOSE: To report patient demographics, the clinical course, and visual outcomes across a case series of patients who experienced dexamethasone (DEX) intravitreal implant (Ozurdex, Allergan, Inc) migration into the anterior chamber (AC), with a focus on the corneal transplantation rate. METHODS: In this retrospective cross-sectional study, a chart review of all cases was performed. For numerical responses, means and SDs were calculated. Percentages and absolute numbers were used to report the proportion of patients who experienced various outcomes of interest. RESULTS: The study comprised 32 cases. All cases occurred in pseudophakic eyes; of those, 8 (25.0%) had posterior chamber intraocular lenses in the capsular bag with no known capsular or zonular issues. The mean duration from DEX implant injection to detection of migration was 19.4 +/- 14.5 days. The DEX implant was explanted in 21 patients (65.6%) and repositioned in the vitreous cavity or subconjunctival space in 6 patients (18.8%). Twelve patients (37.5%) ultimately required corneal transplantation. CONCLUSIONS: To our knowledge, this is the largest case series of DEX intravitreal implant migration into the AC compiled to date. Cases of migration occurred in individuals with no known history of significant prior zonule disruption. This potential complication should be discussed with all patients undergoing DEX implant injection, which may aid in earlier presentation and improved visual outcomes."
Posterior Polar Hemispheric Choroidal Dystrophy: Case Report and Presentation of Genetic Screening.,Journal of vitreoretinal diseases,2022 Nov-Dec,37009538,"PURPOSE: Posterior polar hemispheric choroidal dystrophy is a rare dystrophy affecting the choroid and retina with a characteristic clinical appearance that distinguishes it from a broad variety of other retinal diseases. The disease process has a morphology described in the literature that preferentially affects the outer macula and spares the fovea with no arteriolar attenuation or optic nerve pallor. METHODS: This case report illustrates the use of multimodal retinal imaging, visual field testing, electroretinogram, and genetic testing of a patient who we believe fits the clinical pattern established by previous studies describing this condition. RESULTS: Fundus imaging in addition to further imaging modalities such as fluorescein angiography helped further characterize this disease process and aided in the diagnosis. In addition, genetic testing revealed unique allele variants found in this patient. CONCLUSIONS: By taking a multifaceted approach to the diagnosis of retinal pathology, clinicians can make informed decisions regarding patient care."
